,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
R.Thumb_P_e_x,-7.944547843940001,-12.67749385836,-15.068098640439999,-18.07379570006,-20.623152923600003,-20.30219268798,-19.81334533692,-21.0380203247,-20.33720359804,-26.17176132202,-29.51904525758,-22.74143600466,-25.34953155516,-29.221890640260007,-30.611093902580002,-29.76851577758,-27.93669471742,-25.523318481460002,-26.2244785309,-30.302076721200002,-33.25631103514,-32.709008026119996,-30.526145172120003,-29.785439300540002,-29.336950302120005,-30.20029335022,-28.87862815856,-28.19038124086,-28.91246147156,-28.21849555968,-28.155998611439998,-27.98038444518,-28.26270713806,-29.343506240860002,-28.504459762559996,-27.821408081040005,-27.5351257324,-27.218041992200007,-27.12399673465
R.Thumb_P_e_y,223.44176025399997,228.30690612799998,226.52859497059998,224.9175994872,222.3207641604,207.8651306154,186.56292419439998,190.4806182862,188.36608276400003,181.6739318848,180.33848876960002,182.9167388916,182.2309448242,182.8987884522,186.6121276856,189.53496704079998,189.6608978274,189.10546264659996,187.0045043946,181.85258789059998,180.01656188980002,180.8140930176,182.7875274658,185.5181121826,189.34780578600004,190.0055114746,182.50728149399998,180.41920166,183.5240509034,189.8831085206,194.43587951639998,194.3866668698,188.34887390160003,184.7191192628,183.34097595199998,183.85983276380003,184.32345275880002,184.8368835448,185.08795166049998
R.Thumb_P_e_z,82.40378570558,88.06338500976,87.9903366089,86.60646972656,81.50856475831999,56.44244689942,31.445448684680002,47.026440429679994,63.84064025882001,43.5411201477,48.24162979126,65.7422515869,51.39479522706,41.35824279786,41.443033599859994,46.35140991211999,54.81510925294,64.35532455443999,63.65982208254,43.86464233398,30.331310272219998,29.86866111756,37.332501220699996,46.83313980102,52.659413146999995,47.53944473266,30.15582618714,23.70011978152,30.78052330018,43.59320755006,53.387931823740004,49.5374885559,34.29346847534,22.5287464142,18.46658821106,18.708331298820003,19.90944938658,20.28925628662,20.561626434300003
R.Thumb_P_d_x,0.17489490807059999,0.2013298630714,0.231213182211,0.2564544707536,0.26941949725159997,0.28388319015499996,0.2725107192992,0.20812579095359998,0.09676445573578,0.21075829863540002,0.2244043856858,0.07842422276736001,0.1142208114267,0.1930786222222,0.2368699461222,0.2496174305676,0.19944824874419997,0.14189389050020002,0.15572289526459998,0.23401876389979998,0.3082651853562,0.310854512453,0.2642023146154,0.2296029120684,0.21226169764980002,0.23000654876239998,0.2376947313548,0.241835013032,0.22950732111919997,0.207274979353,0.216128897667,0.22836862802519997,0.2278346121312,0.2319817841052,0.21602066755279997,0.2088170409202,0.20807214081279998,0.2065672129392,0.2062789276245
R.Thumb_P_d_y,0.3135775446892,0.3085546195506,0.2896708965302,0.2551057994366,0.16243691742419997,0.09818241745246,0.09781292229882,0.2544195652008,0.39430813789380004,0.325492501259,0.3523669183254,0.45459169745460004,0.39640477895719994,0.3478253960608,0.30956003069860005,0.2935147762298,0.3194525361062,0.361787199974,0.3796007931234,0.336119031906,0.2767258107662,0.27519517540940003,0.304156911373,0.3198959469794,0.31380815505980003,0.3019082188606,0.31487134695060004,0.3027585446834,0.2944416403772,0.3023835480212,0.28329112529760003,0.27490804195420004,0.2821947336198,0.25533140897740003,0.25554779767979996,0.2562227547168,0.2615461230276,0.2620790839196,0.2618228048085
R.Thumb_P_d_z,0.9317912578581999,0.9296088457108,0.9287295103074001,0.932074534893,0.9487808346749999,0.9536831498148001,0.9570792078971999,0.9409039735794,0.9137434363366002,0.9203886032104001,0.9045760750771998,0.8870612382892,0.9103606939314,0.9171424627306001,0.9208008408546,0.9227751374245999,0.9257753252983999,0.9213838934898,0.9118885874750001,0.9114230036736,0.9100656390192,0.9096413135528,0.9151912331582001,0.9190869808196,0.9254203200339999,0.9251415014266,0.9188591241838001,0.9218576192858,0.9275658607482,0.9302790880202,0.9342862248418001,0.9338879466055999,0.9317893624304,0.9385842680932,0.9423484921456,0.9437886714936001,0.9424959659578,0.9426786661146,0.942813634872
R.Thumb_I_s_x,-7.944547843940001,-12.67749385836,-15.068098640439999,-18.07379570006,-20.623152923600003,-20.30219268798,-19.81334533692,-21.0380203247,-20.33720359804,-26.17176132202,-29.51904525758,-22.74143600466,-25.34953155516,-29.221890640260007,-30.611093902580002,-29.76851577758,-27.93669471742,-25.523318481460002,-26.2244785309,-30.302076721200002,-33.25631103514,-32.709008026119996,-30.526145172120003,-29.785439300540002,-29.336950302120005,-30.20029335022,-28.87862815856,-28.19038124086,-28.91246147156,-28.21849555968,-28.155998611439998,-27.98038444518,-28.26270713806,-29.343506240860002,-28.504459762559996,-27.821408081040005,-27.5351257324,-27.218041992200007,-27.12399673465
R.Thumb_I_s_y,223.44176025399997,228.30690612799998,226.52859497059998,224.9175994872,222.3207641604,207.8651306154,186.56292419439998,190.4806182862,188.36608276400003,181.6739318848,180.33848876960002,182.9167388916,182.2309448242,182.8987884522,186.6121276856,189.53496704079998,189.6608978274,189.10546264659996,187.0045043946,181.85258789059998,180.01656188980002,180.8140930176,182.7875274658,185.5181121826,189.34780578600004,190.0055114746,182.50728149399998,180.41920166,183.5240509034,189.8831085206,194.43587951639998,194.3866668698,188.34887390160003,184.7191192628,183.34097595199998,183.85983276380003,184.32345275880002,184.8368835448,185.08795166049998
R.Thumb_I_s_z,82.40378570558,88.06338500976,87.9903366089,86.60646972656,81.50856475831999,56.44244689942,31.445448684680002,47.026440429679994,63.84064025882001,43.5411201477,48.24162979126,65.7422515869,51.39479522706,41.35824279786,41.443033599859994,46.35140991211999,54.81510925294,64.35532455443999,63.65982208254,43.86464233398,30.331310272219998,29.86866111756,37.332501220699996,46.83313980102,52.659413146999995,47.53944473266,30.15582618714,23.70011978152,30.78052330018,43.59320755006,53.387931823740004,49.5374885559,34.29346847534,22.5287464142,18.46658821106,18.708331298820003,19.90944938658,20.28925628662,20.561626434300003
R.Thumb_I_e_x,-4.3001812934879995,-10.252450180063999,-13.543552398680001,-17.265214538580004,-20.14156723022,-20.190129852299997,-19.56487846374,-18.099536895740002,-12.85008831026,-21.814115905759998,-25.448175811760002,-14.851532745359998,-18.972690963759998,-23.46274490356,-25.32284164428,-26.59202270508,-24.03886375426,-19.51569519044,-21.11655082704,-27.11063613892,-33.65379447934,-34.80000152588,-30.95432014466,-28.004923248299995,-25.780200576760002,-27.57405281066,-26.935205078139994,-26.61498641966,-26.242212295519998,-22.4345310211,-23.04674072264,-25.088881683360004,-26.12850112914,-27.93061981202,-26.515625762939997,-25.36636962892,-24.691118240359998,-24.19045562746,-24.12961387635
R.Thumb_I_e_y,210.79964904780005,216.1464538574,214.442575073,212.84785766599998,211.1670867922,196.5565093996,175.4710083008,176.09881591820002,173.36343994140003,166.1119354248,164.9307525636,168.687512207,167.3802825928,166.19277648940002,169.8244628906,173.98777771,174.97200317360003,175.184298706,173.2441528322,166.7294403076,165.39955139159997,167.0662841798,168.5426177978,170.80710754419997,174.35102233879996,175.3056121828,167.5384124756,165.7431518556,168.52133178740002,173.31389160179998,178.9875305176,180.229788208,174.02872314459998,171.12332153339997,169.8703216554,170.1344604492,170.1657196046,170.5660522462,170.84681701649998
R.Thumb_I_e_z,56.63685607912,61.732674407960005,61.55746078494,60.13543701172,54.6306335449,29.62558536532,4.539880132676,22.01466388704,40.05557785034,19.36838626862,24.0425163269,41.629916381840005,27.199769592259997,18.233073806759997,18.2657119751,21.964369964619998,30.02490425108,39.51371688844,38.529369354239996,19.222558593760002,5.187645292284,4.300145959852,11.96162967682,21.797908401479997,27.96985092162,22.56031322478,5.271782013773199,-1.3854530841102002,6.013419628141999,20.375460624700004,29.27171783448,24.27487297058,9.056221675862002,-3.1668932676322,-7.257467842102,-6.8395915985119995,-5.361320972442,-4.896776103976,-4.645183086395
R.Thumb_I_d_x,-0.12521008700132003,-0.08331761658192,-0.05237908661363999,-0.02778055313976,-0.016545917280024,-0.0038501605857214002,-0.008536616666244001,-0.1009579688312,-0.257236045599,-0.14971633404488002,-0.13986353725208,-0.2710746586322,-0.219090151787,-0.19786792397479996,-0.1816893428562,-0.10913529694066,-0.13391840606933997,-0.20640488266960003,-0.1754938989878,-0.10964884757994,0.013656399771562,0.07184060364962,0.0147108760196762,-0.06117348037668,-0.12219982892259999,-0.09023016393188002,-0.06677049994468,-0.05412609949706001,-0.09174219146372001,-0.19872060120100002,-0.17553961873039997,-0.09934383034706001,-0.07332526445382,-0.04854277223352,-0.06833069622516,-0.08434816002848,-0.09771202951664,-0.10401927977779998,-0.10287850350149999
R.Thumb_I_d_y,0.43434704542159996,0.4177986264227999,0.4152413785458,0.41468205451980006,0.3832086861134,0.388532114029,0.381086754799,0.4941179573536,0.5154482603075998,0.5346660375594,0.5293661475179999,0.4888758063316,0.5102266252042,0.5739712357523999,0.5767765283582,0.5341573596003999,0.5046687185763999,0.47829166650759997,0.47276661992060004,0.519588458538,0.5021989762784,0.4723357021808,0.4894146680832,0.5054283738136001,0.5152469396592,0.5050467729565999,0.514287829399,0.5042274594306,0.515450876951,0.5692712545394,0.5307614684106,0.4863901913166,0.49199975728979994,0.46711305975899997,0.462813472748,0.4715648770332,0.48641954660439995,0.49030528068560003,0.489285007119
R.Thumb_I_d_z,0.8852785229682001,0.9046484827997998,0.9081586718558,0.9094694972039999,0.9234494209290001,0.9213512063026,0.9243989825250001,0.8593337297440001,0.8171872735021999,0.8305065393450001,0.8314129471778001,0.8284313321114001,0.8312724471092,0.7945152640344,0.7963070154190001,0.8378695607186,0.8517210602762001,0.8534871220586,0.8634110212326,0.8466320991516,0.8638649582864,0.8784616112710001,0.8716711401938,0.8601395249366,0.8482633113860001,0.8582120060920001,0.8549450993536001,0.8618691563606001,0.8509274244308,0.797695863247,0.8285647392272001,0.8679517984389999,0.8670801877974,0.8828293323516,0.8838056325914,0.877754187584,0.8682319760322,0.865320634842,0.8660344779495001
R.Thumb_D_s_x,-4.3001812934879995,-10.252450180063999,-13.543552398680001,-17.265214538580004,-20.14156723022,-20.190129852299997,-19.56487846374,-18.099536895740002,-12.85008831026,-21.814115905759998,-25.448175811760002,-14.851532745359998,-18.972690963759998,-23.46274490356,-25.32284164428,-26.59202270508,-24.03886375426,-19.51569519044,-21.11655082704,-27.11063613892,-33.65379447934,-34.80000152588,-30.95432014466,-28.004923248299995,-25.780200576760002,-27.57405281066,-26.935205078139994,-26.61498641966,-26.242212295519998,-22.4345310211,-23.04674072264,-25.088881683360004,-26.12850112914,-27.93061981202,-26.515625762939997,-25.36636962892,-24.691118240359998,-24.19045562746,-24.12961387635
R.Thumb_D_s_y,210.79964904780005,216.1464538574,214.442575073,212.84785766599998,211.1670867922,196.5565093996,175.4710083008,176.09881591820002,173.36343994140003,166.1119354248,164.9307525636,168.687512207,167.3802825928,166.19277648940002,169.8244628906,173.98777771,174.97200317360003,175.184298706,173.2441528322,166.7294403076,165.39955139159997,167.0662841798,168.5426177978,170.80710754419997,174.35102233879996,175.3056121828,167.5384124756,165.7431518556,168.52133178740002,173.31389160179998,178.9875305176,180.229788208,174.02872314459998,171.12332153339997,169.8703216554,170.1344604492,170.1657196046,170.5660522462,170.84681701649998
R.Thumb_D_s_z,56.63685607912,61.732674407960005,61.55746078494,60.13543701172,54.6306335449,29.62558536532,4.539880132676,22.01466388704,40.05557785034,19.36838626862,24.0425163269,41.629916381840005,27.199769592259997,18.233073806759997,18.2657119751,21.964369964619998,30.02490425108,39.51371688844,38.529369354239996,19.222558593760002,5.187645292284,4.300145959852,11.96162967682,21.797908401479997,27.96985092162,22.56031322478,5.271782013773199,-1.3854530841102002,6.013419628141999,20.375460624700004,29.27171783448,24.27487297058,9.056221675862002,-3.1668932676322,-7.257467842102,-6.8395915985119995,-5.361320972442,-4.896776103976,-4.645183086395
R.Thumb_D_e_x,4.809684419624,-1.8580177396542001,-5.856527709962,-10.238708877584,-14.082919883739999,-14.543329429619998,-13.77942638396,-10.517147302626,-0.623051613569,-11.292461013773998,-14.34082183839,-2.0136495649814004,-7.291122341153999,-13.206956672679999,-15.52348651886,-17.404330825800002,-14.215609168986001,-7.543277549744,-9.866815376274001,-17.266388893120002,-26.28591003418,-31.18083534242,-27.37989387512,-21.976854324340003,-17.229118728659998,-19.786805725100002,-19.61496200562,-19.687534332280002,-17.618548583979997,-11.541065597540001,-11.236594581599999,-13.877605438219998,-17.102116394040003,-21.846490478499998,-20.33454360962,-18.389571380599996,-16.95579071044,-16.189442825319997,-16.192067146299998
R.Thumb_D_e_y,200.56171569839998,206.2013214112,204.2077392578,201.9963165282,200.0982666016,184.4068115234,163.39980773940002,163.18008728019998,162.20859375,153.06647644039998,152.44384765620003,159.7417785646,156.2918395996,152.8096557618,156.1490112304,160.51741027819997,162.5535552978,164.62442932140002,163.09751586919998,154.16270446779998,151.68009033220002,154.5488128662,156.562347412,158.5479644776,161.7099517822,162.6966796874,154.6574035646,152.94543762200004,155.27489013680002,159.5185668944,165.66094970700001,167.133352661,160.8490325928,158.9125671388,157.96838684079998,157.84414367679997,157.422857666,157.7093994142,158.016807556
R.Thumb_D_e_z,42.32944908142,46.5766281128,46.22069625854,44.90626220702,39.144920349100005,14.806146621718,-10.288133621204,8.976232814792,28.88096351624,8.540365886686,13.28360443115,29.245936584459997,15.444606781,7.526950263978,7.491317749024001,10.441283607494002,17.92616844178,27.516986083979997,25.51251564026,7.266499300670901,-7.234992551796,-10.809433174132,-3.6121811389920007,7.277164554588,15.07739543914,9.169904804216,-8.125602316848,-15.073643302919999,-6.029563808436,10.882274723042002,20.213495635980003,14.205578899387998,-2.8282335042940003,-17.75466098786,-22.0640132904,-20.9555858612,-18.66060409544,-17.92895889284,-17.74226093295
R.Thumb_D_d_x,-0.4559791326524,-0.4201692879198,-0.3847611546518,-0.3516999959946,-0.3032554626464,-0.2826411604882,-0.2895811378956,-0.379523831606,-0.6120038390160001,-0.5266438364984001,-0.5559601008889999,-0.6425787687302,-0.5847013950348,-0.5133362650872001,-0.4904903233052,-0.45987457036980006,-0.491686618328,-0.5992592930794001,-0.5630867838861999,-0.4927373647692,-0.3687871515752,-0.18115131855000002,-0.17891193330299998,-0.3017249405384,-0.42801003456139997,-0.38977763056760006,-0.3664026021958,-0.346741980314,-0.4316431164742,-0.5452542662622,-0.5911371231078,-0.5611616611481999,-0.45180062651639996,-0.304530876875,-0.30938372015939997,-0.34921194314939996,-0.3871788680554,-0.40047729015360006,-0.397300705314
R.Thumb_D_d_y,0.512442690134,0.497786986828,0.5122875869274,0.5431557416914,0.5540313005445999,0.6081328272818001,0.6042037844658,0.6466253638268,0.5583371400832,0.6529686331749999,0.6250112414360001,0.4477637350558,0.5550135016441999,0.6698696613312001,0.6845018625257999,0.6742367386818,0.6215846776962001,0.5285565495488,0.5078730285168,0.6290069937706,0.6867047190666,0.6265411138534,0.5996524095536,0.6136109709738,0.6327275633809999,0.6311190366744001,0.6447375059128,0.6405680894850001,0.6630285739899999,0.6905019760129999,0.6670397281644,0.6555201411248,0.6596873998642,0.6111888051032,0.5957314252854,0.6151712059976001,0.6378226161001999,0.6435182094576001,0.642184793949
R.Thumb_D_d_z,0.7161334395408,0.7586105823518,0.7676560759544,0.7622708797454,0.7751114964483999,0.7417622566222001,0.7421914577482001,0.6526168584821999,0.5593266010283999,0.541978442669,0.5385194182396,0.6198593854904001,0.5883850455284,0.5358770370482,0.5392942667007999,0.5767688393592,0.605582010746,0.6004762411116,0.6515369534494,0.5984405755998001,0.6217944145202,0.756284713745,0.7795210719108001,0.7268116116524,0.6453102111814001,0.6702344894406,0.6705837965012,0.6851393580434,0.6027915000914,0.47516559362399996,0.4533941626546,0.5040016591550001,0.5948565483095999,0.730166220665,0.7411168575288001,0.7065524339676001,0.665673327446,0.6523040533068001,0.655552446842
R.Index_M_s_x,8.186670303338,4.074836349488,3.7129477500920003,3.364301633838,3.53325405121,6.385522174836,6.556985759734,1.1967141151448,-7.653322887422,-5.638026332856,-9.703884410848,-15.311584472640002,-12.132711601259999,-9.0128736496,-7.9711587905879995,-6.59776468277,-8.238901805878001,-11.366631507860001,-12.51548023224,-9.616120338445999,-7.190209007262,-6.217151832581999,-6.421908569336,-7.99949607849,-8.529408264157999,-8.367983055116,-6.464166545867999,-5.3671581268279995,-6.38657913208,-6.549587154390001,-6.6407804489119995,-6.088841152192,-5.825867462162,-6.27443265915,-6.288158130644,-5.788381385804,-5.4849714279179995,-5.224415302278,-5.138004302980001
R.Index_M_s_y,253.40073547340003,258.30693359379995,255.3561492922,251.4230651856,243.6522521972,224.770425415,203.4272705078,214.6352355958,221.27217102039998,209.979763794,210.19501953120002,219.39949951159997,215.24440917980002,211.84360656760003,213.5494873048,215.8467498778,218.1430511476,221.12279357899996,220.08389892579999,211.03035888659997,204.87734680159997,205.28413391100003,209.05442810079998,213.27194213859997,217.1894073486,217.1489929198,209.8663330076,207.1509063722,209.8442230226,216.5149261476,220.80607910140003,220.54513244639998,214.26784973140002,209.26744079600002,208.1744537352,208.64297485360004,209.2328491212,209.75823669419998,209.997406006
R.Index_M_s_z,113.91183166512,119.28764953620001,119.22393798840001,118.1983917236,114.73047180159999,90.29190826412,65.74165802002,79.25428771974,93.4338104248,73.9562072754,77.34659423828,93.03086395263999,80.84537048337998,71.60959472658001,72.01602783204001,77.08270568847999,85.68907165527999,94.72377166748,93.28232574462001,73.56054534912,59.98127517700001,59.48242797852,67.42249526978,77.18401031492,83.51967620849999,78.43803710936,60.58166961668,54.406617736819996,61.982159423839995,75.01285858154,85.11101226806001,81.27555389404,65.86145935058,54.72818756106,51.02750320436,51.40065231321999,52.451314544679995,52.8342224121,53.11875724789999
R.Index_M_e_x,-5.314735221864,-10.91088523864,-11.888467407219999,-12.20180187226,-12.778673934939999,-9.813030910481999,-7.158615875244,-11.227669239048,-20.02142868042,-17.61925849914,-21.77989959716,-28.59821243286,-23.38114128112,-19.27937278748,-18.72412452698,-18.04855194092,-20.269554519640003,-23.79712219238,-24.91094398498,-21.793595504760003,-18.083012771579998,-17.229591369599998,-17.59407958984,-19.92147216798,-20.64065475464,-20.048567581160004,-16.557160186780003,-14.941539001459997,-16.283478736880003,-16.582291793819998,-17.89189643862,-17.12265739442,-16.0117559433,-16.56175498962,-15.997497749339999,-15.318759155239999,-15.37961177826,-15.276648330719999,-15.1894741058
R.Index_M_e_y,247.50643005380002,252.59248352039998,250.74311523440002,248.9105804444,248.116555786,234.3556640624,211.344747925,213.02132263180002,210.66022338860003,202.35575866719998,199.60249938980002,203.0694702148,203.8355865478,202.7855529786,205.7835235594,209.07445983879998,211.41552429199996,212.051382446,209.28501892079998,201.8102996826,195.13394470200004,195.6096130372,200.62533874500002,205.74190368680001,210.78560485840003,210.681640625,201.1444580076,198.6775878906,202.85663452160003,210.1557678222,215.9837982178,215.59886474619998,208.408633423,205.2312164306,204.40005493159998,205.0629638672,205.6075531006,206.2754455566,206.5454559325
R.Index_M_e_z,51.911920166,57.50302886962,57.50022735596001,56.35229644776,53.231098175060005,29.308634948719998,3.9189256668079997,16.783071327197998,31.721810150139998,11.73481235505,15.617160987866,32.78103179934,19.0885612488,9.264151000980002,9.577877426148,14.652083587660002,23.36417770386,32.7756500244,31.60410232546,11.584601640718,-2.1556311130524,-2.6438579022901996,5.1455386161800005,14.9298002243,21.17601470948,16.020924949636,-1.8397246479992,-8.131205844878,-0.689379835126,12.299196720128,22.465754318240002,18.60416584016,3.1219497993594594,-8.139254951480002,-11.94925918578,-11.61501159666,-10.50552845,-10.10578365324,-9.823072910305001
R.Index_M_d_x,0.2115121394398,0.2347653210162,0.2444107353688,0.2438575565816,0.2555415809154,0.25376546084880003,0.21486771404739996,0.1946395725012,0.193757927418,0.18769719898700002,0.1891820549964,0.20814743340000003,0.1762171626092,0.1608342945576,0.1684552431106,0.17938727736459997,0.18847140967860004,0.1947352468968,0.19418652057639998,0.19077151715759996,0.1706459522248,0.172520148754,0.1750224918126,0.18676888346679998,0.189733979106,0.1829872637986,0.1581161737442,0.1499916166068,0.15504417121379999,0.157171690464,0.1762592345476,0.17285503149059997,0.15957145988939997,0.161160516739,0.152105861902,0.1493022769688,0.15500878393660003,0.1574776232244,0.1574656665325
R.Index_M_d_y,0.09233980402352,0.08952219635248,0.07226748764516,0.03936042115092,-0.069937485177088,-0.150161719322,-0.12403467893598,0.025283456034859996,0.16624607145800002,0.11943716704839999,0.16594171971100002,0.2558251589538,0.17872986495499998,0.1419028699398,0.12166106998920001,0.1060942471026,0.1053929924965,0.1421121299268,0.16917454302319998,0.14444083571420002,0.152639502287,0.15156040191640002,0.13204955756679998,0.117965081334,0.10032154321668,0.10131711661824001,0.13663632273680001,0.1327424526214,0.10946709811700002,0.0996221587063,0.07554553151132,0.07748790234328,0.09179009944199999,0.06323122605682,0.0591294810176,0.05608421862124,0.056793647259479996,0.05456117689608,0.054078023880750004
R.Index_M_d_z,0.9712865710257998,0.9679137825964,0.9669595837592,0.9688768982886,0.9634451150896,0.9553599476814,0.9685108661652,0.9786700010301999,0.9667761206625999,0.9747563004491999,0.967049217224,0.9438699007036,0.967478120327,0.9766996145246001,0.9781518936157999,0.9780339837073999,0.9763776659963999,0.9704752087592,0.9662469983099999,0.9709110260012,0.9734327077866001,0.9732662558555999,0.9756266832352001,0.9752703189849999,0.9766716718672,0.9778223752978,0.9778894543648,0.9797134280206,0.9818081617356,0.9824681282046,0.9813964366912001,0.9818058133123999,0.9828730225564,0.9848772168158,0.986589741707,0.9871992588044,0.9862777233122,0.9860140085219999,0.9860425889490001
R.Index_P_s_x,-5.314735221864,-10.91088523864,-11.888467407219999,-12.20180187226,-12.778673934939999,-9.813030910481999,-7.158615875244,-11.227669239048,-20.02142868042,-17.61925849914,-21.77989959716,-28.59821243286,-23.38114128112,-19.27937278748,-18.72412452698,-18.04855194092,-20.269554519640003,-23.79712219238,-24.91094398498,-21.793595504760003,-18.083012771579998,-17.229591369599998,-17.59407958984,-19.92147216798,-20.64065475464,-20.048567581160004,-16.557160186780003,-14.941539001459997,-16.283478736880003,-16.582291793819998,-17.89189643862,-17.12265739442,-16.0117559433,-16.56175498962,-15.997497749339999,-15.318759155239999,-15.37961177826,-15.276648330719999,-15.1894741058
R.Index_P_s_y,247.50643005380002,252.59248352039998,250.74311523440002,248.9105804444,248.116555786,234.3556640624,211.344747925,213.02132263180002,210.66022338860003,202.35575866719998,199.60249938980002,203.0694702148,203.8355865478,202.7855529786,205.7835235594,209.07445983879998,211.41552429199996,212.051382446,209.28501892079998,201.8102996826,195.13394470200004,195.6096130372,200.62533874500002,205.74190368680001,210.78560485840003,210.681640625,201.1444580076,198.6775878906,202.85663452160003,210.1557678222,215.9837982178,215.59886474619998,208.408633423,205.2312164306,204.40005493159998,205.0629638672,205.6075531006,206.2754455566,206.5454559325
R.Index_P_s_z,51.911920166,57.50302886962,57.50022735596001,56.35229644776,53.231098175060005,29.308634948719998,3.9189256668079997,16.783071327197998,31.721810150139998,11.73481235505,15.617160987866,32.78103179934,19.0885612488,9.264151000980002,9.577877426148,14.652083587660002,23.36417770386,32.7756500244,31.60410232546,11.584601640718,-2.1556311130524,-2.6438579022901996,5.1455386161800005,14.9298002243,21.17601470948,16.020924949636,-1.8397246479992,-8.131205844878,-0.689379835126,12.299196720128,22.465754318240002,18.60416584016,3.1219497993594594,-8.139254951480002,-11.94925918578,-11.61501159666,-10.50552845,-10.10578365324,-9.823072910305001
R.Index_P_e_x,-8.118838214890001,-14.768604469299998,-16.43044319152,-17.34164810182,-20.6441745758,-17.737169075,-10.356095695498,-13.080211830139998,-19.667876052860002,-17.067876815780004,-21.23033943178,-27.059817123419997,-21.852798461920003,-18.03793449402,-18.2589302063,-18.54410514832,-20.55172195434,-22.051636123639998,-22.23908081054,-20.64912033078,-17.75988731384,-17.56369743348,-17.938867187480003,-20.275138092059997,-20.603224182119998,-19.890064620979995,-15.65832710266,-13.750191688520001,-15.31920223234,-15.878809738160001,-17.713590240480002,-16.689492225659997,-15.38029994964,-16.59620780944,-15.759116363520002,-14.909580230720001,-15.106111907979999,-15.091166114819998,-15.017633438099999
R.Index_P_e_y,232.2273132324,236.1721496582,235.17467956579998,234.8812927246,237.968862915,230.1300048828,212.6587768554,210.00541076660002,199.8949798586,194.56458129899997,192.18621520979997,188.2915832518,190.9982269286,194.02250366200002,199.42140197740002,203.1485900878,204.4919586182,202.514099121,198.54844055179998,193.51154785140002,189.1586303712,190.4919433594,195.7866058348,200.6414001466,205.25110778799998,205.19308776859998,195.2492462158,193.2112762454,197.9317718506,205.06438293460002,211.5594360352,211.30010070780003,203.68280029299999,201.4388824462,200.955831909,201.542855835,201.9354400636,202.7589141844,203.1082611085
R.Index_P_e_z,18.770221900960003,24.937451171880003,24.608135604860003,22.86480941774,18.92286853792,-6.166774892812001,-32.56457939146,-19.559351921072,-3.3296042799947996,-24.0611530304,-20.236123657220002,-0.7417498886589999,-15.19816102982,-26.31035690308,-26.535567474340002,-21.53700675964,-12.641735076903998,-2.5866745531554,-3.361267937767124,-24.103691291799997,-38.33640747068,-38.95814056396,-31.207209014900002,-21.38632316588,-15.07896881102,-20.24046173098,-38.02617187502,-44.376542663559995,-37.01922454834,-24.011647415160002,-13.940309333779998,-17.81307144164,-33.23944053652,-44.61676025392,-48.46135864256,-48.118568420420004,-46.99540786742,-46.611551666240004,-46.33648109435
R.Index_P_d_x,0.07645767405628599,0.10518594533197997,0.12384312301860001,0.1401448726656,0.21446354091160003,0.21606237888340002,0.08718362003566,0.05051208585504,-0.009640091285108001,-0.01503416933118,-0.014984503295256002,-0.04194643273948,-0.04167234003544,-0.03384949825704,-0.012684153346346,0.013511929288506,0.007693677349,-0.04759304411708,-0.07285197526217999,-0.031205669045460006,-0.00881045351269,0.009109854884458002,0.009401101246470001,0.009643180808050001,-0.0010205953352848001,-0.0043217975966354,-0.024507902562640002,-0.0324837014079,-0.02629230506718,-0.019181391969332,-0.0048617601103548005,-0.011810835992215002,-0.017217503301793998,0.0009394029038963999,-0.006499791750686,-0.011156817898140001,-0.007457344327122001,-0.005057424120602,-0.0046854687389
R.Index_P_d_y,0.41660585999480004,0.4477226614952,0.42449448108660004,0.3825275421144,0.276690608263,0.11521833240993999,-0.035828778706499996,0.08223292715838,0.2935289621352,0.2124370127918,0.2022150456906,0.4029391109942,0.3500280201436,0.2389364182948,0.1734718620774,0.1615768671034,0.1887804061174,0.260046955943,0.2927473723888,0.2262767285112,0.162925043702,0.1395402014254,0.13193461000940002,0.13907214403159998,0.15090556442740002,0.14965282380600003,0.16074094176280002,0.1490464031698,0.1342830538752,0.1388235121968,0.12063623219739998,0.1172116294502,0.1288562446832,0.10340312868344,0.09391141086818001,0.09598051756619999,0.10012513846168,0.09588299691678,0.09371977299455
R.Index_P_d_z,0.9036534070967999,0.88794465065,0.8968474626541999,0.913081741333,0.9354604005814,0.967285168171,0.9947722077367999,0.9909254550934001,0.9557243466377999,0.9760255217552001,0.977588403225,0.9140440702438001,0.9348739862443999,0.9699871778488,0.9846820354462,0.9867445945742,0.9817500472067999,0.9642017126081999,0.9533782362938,0.9730897307398001,0.9865179300308,0.9901581525801999,0.9912069320678001,0.9902083158494,0.9885413050654,0.9887158274652,0.9866725444794001,0.9882782697675999,0.9905824303628,0.9900644063949999,0.992660665512,0.9929653286934,0.9914426088334001,0.9946086645123999,0.9955519199372,0.9953189492226,0.9949460148812002,0.9953792572020002,0.995587527752
