,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
R.Index_I_s_x,-15.870499134066,-12.41086292268,-16.5097070694,-47.60924415588,-89.03795013428001,-102.7681503296,-100.53562316878,-85.60314788818,-57.73923721314001,-27.39261512758,-2.666402626042,12.924008369466003,17.06498489378,9.714203691472001,-10.06504564287,-31.230318450920002,-55.06033859252,-78.303717041,-93.18600616456,-96.94309692383999,-93.56893310546,-85.25629577638,-72.24240112302,-60.52568969724,-52.708549499499995,-48.217285919199995,-46.834080505360006,-45.30192565917999,-42.29124069216667
R.Index_I_s_y,160.302999878,154.8470397948,139.50675659200002,126.42717590339998,139.829296875,154.9829467772,167.27672119140001,182.65889587400002,188.1735351564,183.9306274416,175.7586517334,168.4613128662,160.19143981940002,150.54432678220002,141.2397338866,142.75611877440002,154.5035003662,167.84818420419998,182.2008636476,194.2047821046,202.2285675048,204.8222747802,206.6542053224,206.9482849122,204.6619476318,202.7224578858,201.2822875976,200.5135803222,199.14390563966666
R.Index_I_s_z,-13.261291694640002,-15.29905986786,-8.816008043296,11.3571213364686,20.68785324096,3.009359192854,-25.421596527080002,-55.112525177020004,-76.71510467528,-83.52419281006,-79.38979339597999,-65.60511093138,-47.981595611559996,-28.613235855099997,-6.6309820890424005,8.16920766831,12.62920150756,6.3190885782236,-9.893498229970001,-32.38511657714,-47.719774627700005,-57.32592926026,-67.37763900756,-73.88221435546001,-77.16123962404001,-78.72024536132001,-78.23880615234,-78.23001403807999,-78.96577453613332
R.Index_I_e_x,-20.362014198324,-17.4379688263,-21.241870880140002,-55.156533813500005,-101.83528747564,-116.1500549316,-112.81140747079999,-96.24938354496001,-66.17971725464,-33.448331832860006,-6.886337447164,9.085471534726,13.57401103974,6.575682818899601,-13.847498798374001,-36.88078956604,-63.597232818580004,-89.34749298096,-105.01095886200001,-108.8775009156,-104.9407546996,-96.32272186274,-82.32365112306,-69.55430755616001,-60.92502059936,-56.04615402222,-54.61141891479999,-53.046212005620006,-49.8803583781
R.Index_I_e_y,158.85624694819998,151.6165222168,133.58810577399998,120.4057830812,136.29656829840002,153.5225891114,166.0941528322,182.90307922339997,188.0602539064,181.9211273194,170.8335449218,161.06065673840004,151.87579040539998,140.7084716796,132.7780334474,137.3175964356,152.4600708008,167.3559387208,183.5513763428,195.1893768308,203.99469299319998,206.4431091308,208.24786987299998,207.70778503440002,204.95087890599999,202.9759979248,201.7025360106,201.0665496826,199.5298055013333
R.Index_I_e_z,-32.2703514099,-33.99325103762,-26.934721374520002,-5.614204931258,6.237508058546,-11.306519997113199,-40.701247024560004,-71.61837387086,-94.43791046144,-102.07971954339999,-97.91630859388,-83.39724273682,-65.43359298708,-45.33351821898,-23.93313598634,-9.817876720416,-4.920148563384,-9.904720592486,-25.52821960448,-47.96361999512,-63.64851150514001,-73.48382415774,-84.1655227661,-91.31549835204,-95.01000823972001,-96.74367523193999,-96.28144683836,-96.28336791993999,-97.0889892578
R.Index_I_d_x,0.22855153381819998,0.25580518841739996,0.24079698920220002,0.3840451717378,0.6511947870252001,0.6809406042100001,0.6246554732324,0.5417355895042,0.4294952988626,0.30814622044559997,0.2147321283818,0.19532462954500002,0.17763881385340002,0.1597041785718,0.1924707889556,0.2875252068044,0.4344013571738,0.5619644999504,0.6017148375514,0.6072842478752,0.5786571741104,0.5631170153618,0.5129862368106,0.45942283868779993,0.4180965960028001,0.39837334156039994,0.3957512557508,0.39406931996339994,0.38617359598466666
R.Index_I_d_y,0.07361827641723999,0.16438546776781998,0.3011715888976,0.30639964342119996,0.179763519764,0.07431056201458,0.06017520055176,-0.012425312958662,0.005764334881681999,0.10225377529866,0.2506149351596,0.3765837013724,0.42314327955240005,0.5004992008207999,0.4305751025677999,0.2767401576042,0.10398027151823999,0.025047998689100005,-0.06872107833624,-0.05010127648712,-0.08986961096526,-0.08247644007206,-0.0810939103365,-0.03864730186762001,-0.014702319167539998,-0.0129014302045,-0.021384415775520003,-0.02813793867824,-0.01963658320406667
R.Index_I_d_z,0.9672793745993999,0.9512572646138,0.9219739198684002,0.8635889410972,0.7353083729745999,0.7284660696984,0.7775077462198,0.8399030327796,0.9018280506131999,0.9442012786866,0.9427250146863999,0.9053557753564,0.8880479574203999,0.850814473629,0.8804231047628,0.9152759432794,0.8930017471312001,0.8255514025688001,0.7955755829812,0.792714893818,0.810536634922,0.8221972942354,0.8542545199395999,0.8870957732202,0.9082377552987999,0.917125427723,0.9181029915810001,0.9186479568479999,0.92220300436
R.Index_D_s_x,-20.362014198324,-17.4379688263,-21.241870880140002,-55.156533813500005,-101.83528747564,-116.1500549316,-112.81140747079999,-96.24938354496001,-66.17971725464,-33.448331832860006,-6.886337447164,9.085471534726,13.57401103974,6.575682818899601,-13.847498798374001,-36.88078956604,-63.597232818580004,-89.34749298096,-105.01095886200001,-108.8775009156,-104.9407546996,-96.32272186274,-82.32365112306,-69.55430755616001,-60.92502059936,-56.04615402222,-54.61141891479999,-53.046212005620006,-49.8803583781
R.Index_D_s_y,158.85624694819998,151.6165222168,133.58810577399998,120.4057830812,136.29656829840002,153.5225891114,166.0941528322,182.90307922339997,188.0602539064,181.9211273194,170.8335449218,161.06065673840004,151.87579040539998,140.7084716796,132.7780334474,137.3175964356,152.4600708008,167.3559387208,183.5513763428,195.1893768308,203.99469299319998,206.4431091308,208.24786987299998,207.70778503440002,204.95087890599999,202.9759979248,201.7025360106,201.0665496826,199.5298055013333
R.Index_D_s_z,-32.2703514099,-33.99325103762,-26.934721374520002,-5.614204931258,6.237508058546,-11.306519997113199,-40.701247024560004,-71.61837387086,-94.43791046144,-102.07971954339999,-97.91630859388,-83.39724273682,-65.43359298708,-45.33351821898,-23.93313598634,-9.817876720416,-4.920148563384,-9.904720592486,-25.52821960448,-47.96361999512,-63.64851150514001,-73.48382415774,-84.1655227661,-91.31549835204,-95.01000823972001,-96.74367523193999,-96.28144683836,-96.28336791993999,-97.0889892578
R.Index_D_e_x,-23.502303934106,-20.8453186035,-24.05977287294,-60.17412796018,-110.94895782474,-125.78651733420001,-121.63117675779999,-103.89116058364,-72.21188659667999,-37.696736907959995,-9.761437439906,6.528161239628,11.38886699678,4.926147222528,-15.811189365394,-40.16999168395999,-69.20519332885999,-97.1080627441,-113.44743194600001,-117.4415863036,-113.07487945560001,-104.22432403572,-89.56198425292,-76.0383605957,-66.80833587646,-61.6383506775,-60.154204559339995,-58.56660614014,-55.2910664876
R.Index_D_e_y,155.93923339839998,147.24497070299998,127.50592498760003,115.04191436779999,132.0675201416,151.1037384032,164.2656158448,182.2272277834,187.2504974364,179.49755554200001,166.24164123539998,154.47958984400003,144.2978729248,131.7032867434,125.12293243400002,131.7008911132,149.32980957019998,165.79813537579997,183.39248046880002,194.9034362794,204.35557861319998,206.9186981202,208.21796569820003,207.07072753920002,204.20101013200002,202.3299743654,201.2840026856,200.75936584480002,199.0675150553333
R.Index_D_e_z,-45.425391387939996,-46.703902435319996,-39.098009490959996,-17.261408138268,-3.3205461025240006,-21.011855697639998,-51.2606185913,-83.19177551272,-106.90740509044001,-115.04931793200001,-110.6897155762,-95.35580596914,-76.8573150635,-55.779279327400005,-35.33165779116,-22.066704559340003,-17.19893646242,-21.30230827332,-36.55978050232,-58.89389419556001,-74.90289611816,-84.8985748291,-96.01670379636,-103.5812088014,-107.5713775634,-109.4434036254,-109.01243591279999,-109.0273544312,-109.87501780166667
R.Index_D_d_x,0.2260552495716,0.24527967870220002,0.2028480201958,0.361193883419,0.6560519099233999,0.6936853528024,0.6348952770234,0.5500969052314001,0.43422859311120005,0.3058234989642,0.20696543157099997,0.18408917486659998,0.1572986334562,0.11874260753380002,0.1413572296502,0.23677478730679996,0.40369170904139995,0.5586483478548001,0.6073035001752001,0.6164896965027999,0.585538780689,0.5688005924224,0.5210548341273998,0.46675766706460003,0.4235132455828,0.40255692005180005,0.39900005459779997,0.3973882317542,0.389492412408
R.Index_D_d_y,0.209982609749,0.3146882027388,0.43782870173460003,0.3861206173898,0.30443005263820005,0.1741221189498,0.13162809759377997,0.0486514814198,0.05829070806504,0.17446197867399998,0.3305503427982,0.4737411737444,0.5454999923706,0.6482425093648,0.5510561943054,0.40432122349720007,0.2253333479164,0.11213922873127999,0.011438194848587201,0.020583564322454,-0.025978520698857997,-0.03423550017176,0.0021526654250920004,0.045858890563239996,0.05397965982556,0.046504312008599995,0.030128319934019997,0.022112776711600002,0.03327820015446666
R.Index_D_d_z,0.946971809864,0.9149822235106001,0.8755801200865999,0.838429403305,0.6880410909654,0.69864320755,0.7601213812828,0.833116734028,0.8976225376128,0.9336227893828001,0.919499719143,0.8608427524568001,0.8223420619966,0.7519430756568,0.8205281853677999,0.8817377448082,0.8838943958282,0.8204608321189999,0.7941121339798001,0.7868208765984,0.8101521372796,0.8216962456704,0.8531128525735999,0.8829530596734001,0.9042361259457999,0.9141959428786001,0.9164462804795999,0.9173820137977999,0.920408407847
R.Middle_M_s_x,31.034267044080003,37.36095504762001,34.735622787480004,12.795804643634,-13.26806888579,-25.006567382820002,-25.610502624520002,-17.14198093414,0.7126217007618004,21.01510372164,39.088040542600005,54.05094833374001,59.198135375979994,53.152881622299994,39.776853179919996,24.463355255099998,7.9414971590078,-7.461354184148,-19.030727005,-23.59110908508,-22.869854354860003,-16.9160161972,-8.291282749175998,-0.496006709338,4.65805053711,7.677484607695999,8.914618492126,10.272834205634,12.480680465699999
R.Middle_M_s_y,160.87026367180002,157.25648498540002,155.3871551514,152.77489013680002,151.38710632340002,155.2340881346,163.430734253,173.1455078124,180.17514648440002,181.4799438476,180.16417846679997,177.24473571760004,172.6454650878,166.7971618652,160.98154296879997,162.8993194578,168.6906066894,173.6771057128,176.566644287,181.71982727020003,187.69118347160003,192.1661499024,193.1402923584,193.48197021500002,192.4439270022,191.6717926024,190.93829345700001,190.1238464356,188.94431050633332
R.Middle_M_s_z,66.84327392579999,63.30394439698,67.02457733153999,76.33688964844,74.37355804442,55.601548767100006,30.479359436040006,8.038012945654,-3.6499253034600003,-2.8635003328336,4.8554567575454,18.4528886795,34.71681861876,52.504224395760005,69.49917297361999,79.51063995362001,79.07126770018002,66.41242828368,46.36927490236,24.460682678220003,12.29292163847,6.121942806244,0.30317170992607995,-2.774544477464,-3.7667682647719998,-3.9864459037780002,-3.2610543251019997,-3.1167222023020003,-3.2073184649166664
R.Middle_M_e_x,8.9705057323008,13.36837921142,9.038087129586,-18.9233713030874,-53.38726272584,-66.73241348267999,-65.98309783938001,-52.576561737060004,-27.01881771088,0.48181406259820003,22.73818492892,37.84124145508,41.47928390502,33.99203147888,14.684828472129999,-4.944128274915999,-24.8567264557,-44.692428588860004,-59.041927337640004,-62.707159423819995,-59.52535476685999,-51.26210708618,-39.47125549318,-29.24512405396,-22.49396247864,-18.39378623964,-16.963967895520003,-15.45769844054,-12.639338811233332
R.Middle_M_e_y,158.78028869640002,155.99052429199998,148.2400268554,136.4941589358,138.9351135254,151.06822204600002,164.16966247559998,178.48833923339998,184.3033264158,183.2567596434,179.4995544434,174.9686431886,169.2138458252,162.73753967279998,154.59881591799999,153.09238586439997,158.4455993652,166.46616210940002,177.660195923,188.51116027839998,196.1977447512,198.2191833496,199.1114105224,199.969381714,198.703536987,197.3692779542,196.28593444819998,195.4574005126,194.20926920600002
R.Middle_M_e_z,14.2055053711,11.41730194094,16.51018886564,31.80608596802,35.67156829836,16.773360157025998,-9.9793220996892,-36.45744667052001,-53.41584320070001,-56.17735366824,-49.93959426882,-36.34356384276,-19.548000144939998,-1.2190332889559996,18.54124469756,31.47764778136,33.3695438385,23.658471298200002,5.606785035128,-16.682618713394,-30.76793785096,-39.18720092774,-47.255624389679994,-51.78377304078001,-53.708914947480004,-54.56903152466,-53.98144989012,-53.9137748718,-54.31445821126666
R.Middle_M_d_x,0.38578788638120004,0.419513487816,0.44932495355619995,0.5546141386034,0.7014895677566,0.72958214283,0.7059203863141998,0.6195785045623999,0.4848880231382,0.3590273976328,0.2858794629574,0.2834289550782,0.3098165512086,0.33503010272980005,0.438737475872,0.5141938865182001,0.5734814047812,0.6509904146195999,0.6996013283728001,0.6839495182038,0.6409264564513999,0.6005461215972,0.5451861262319999,0.5026822566986,0.474756681919,0.4558597624302,0.45249064564700003,0.449901896715,0.43922698497766666
R.Middle_M_d_y,0.036543497676036006,0.022135496861294,0.12496852427732001,0.2846708178522,0.217724788189,0.07284073717884,-0.012920261174448,-0.0934201419353,-0.07218179181212,-0.031067869998522003,0.011621042003395,0.03979779109356,0.060002335160980004,0.07098305299876,0.11160285323856001,0.17147558033479998,0.1791353523732,0.12608433365828,-0.019120899029100004,-0.1187473937869,-0.1487383872272,-0.10583811551326001,-0.10440582484016,-0.113433280587,-0.1094501391054,-0.0996213138103,-0.09350423812866,-0.09325792342424,-0.09205852697293333
R.Middle_M_d_z,0.9203785896297999,0.9072450637816001,0.8832510232926001,0.7786272048952,0.6767095446588,0.6789161920547999,0.7074256181717999,0.7780092120172,0.8701638936996,0.932200062275,0.9580989718438,0.9581235051156,0.9488278269768001,0.9393585681916001,0.8910063385962002,0.8398634791374,0.7991008996964,0.7475587844848001,0.7127377271652,0.7193963170051999,0.7529250144956,0.7922365903853998,0.8315721273422,0.85693308115,0.8732452988624001,0.884443461895,0.8868530988694001,0.8881934523582,0.8936153650283333
R.Middle_P_s_x,8.9705057323008,13.36837921142,9.038087129586,-18.9233713030874,-53.38726272584,-66.73241348267999,-65.98309783938001,-52.576561737060004,-27.01881771088,0.48181406259820003,22.73818492892,37.84124145508,41.47928390502,33.99203147888,14.684828472129999,-4.944128274915999,-24.8567264557,-44.692428588860004,-59.041927337640004,-62.707159423819995,-59.52535476685999,-51.26210708618,-39.47125549318,-29.24512405396,-22.49396247864,-18.39378623964,-16.963967895520003,-15.45769844054,-12.639338811233332
R.Middle_P_s_y,158.78028869640002,155.99052429199998,148.2400268554,136.4941589358,138.9351135254,151.06822204600002,164.16966247559998,178.48833923339998,184.3033264158,183.2567596434,179.4995544434,174.9686431886,169.2138458252,162.73753967279998,154.59881591799999,153.09238586439997,158.4455993652,166.46616210940002,177.660195923,188.51116027839998,196.1977447512,198.2191833496,199.1114105224,199.969381714,198.703536987,197.3692779542,196.28593444819998,195.4574005126,194.20926920600002
R.Middle_P_s_z,14.2055053711,11.41730194094,16.51018886564,31.80608596802,35.67156829836,16.773360157025998,-9.9793220996892,-36.45744667052001,-53.41584320070001,-56.17735366824,-49.93959426882,-36.34356384276,-19.548000144939998,-1.2190332889559996,18.54124469756,31.47764778136,33.3695438385,23.658471298200002,5.606785035128,-16.682618713394,-30.76793785096,-39.18720092774,-47.255624389679994,-51.78377304078001,-53.708914947480004,-54.56903152466,-53.98144989012,-53.9137748718,-54.31445821126666
R.Middle_P_e_x,-6.549767112728,-5.78086967468,-10.34338417052,-41.11552658082,-78.19785003664,-93.33783874512,-93.38665161132,-77.31727447509999,-46.29501190184,-13.394613647448,10.365018057818,27.24261894224,29.94164314272,18.77294902804,-3.8252330780058004,-26.282514572139995,-47.85285186768,-68.08307952882001,-84.75329589844,-90.30469207764,-84.81056976318,-73.05227050784,-58.65629196168,-47.66217727664,-40.10597686768,-35.13719329834,-33.51668548586,-31.942405700659997,-28.875399907433334
R.Middle_P_e_y,157.2693664552,149.82010192859997,135.6224945068,125.84440917980001,133.8422714234,150.0875061034,163.6607299806,179.20754394540003,184.98669128400002,183.775326538,164.69534606919999,140.3432647706,141.392300415,142.51154174820002,138.7047119144,142.9364227296,154.86503906260003,166.99876403820002,180.50653686540002,191.3567535398,200.3430297852,202.25654602039998,204.4342559814,204.5051361084,202.73241882320002,201.40254211400003,200.38435974139998,199.6864288328,198.01272582966666
R.Middle_P_e_z,-21.616395950300003,-22.08785476684,-15.12034568788,1.3903863906880003,5.8197280883780005,-11.975286674504,-37.98451385496,-66.78693847655998,-87.46705169677999,-92.80462493896,-82.37190704345998,-51.13822860716,-44.01200256348,-31.12425193788,-12.099086761478,0.27820926904580007,1.8608903288846002,-7.7507529258700005,-23.80952682494,-44.357916259780005,-60.39979858398001,-71.48518981935999,-81.00818939210001,-86.07644500732,-88.48435363771999,-89.77162933349999,-89.26687011718,-89.2156234741,-89.77864329020001
R.Middle_P_d_x,0.3960261106492,0.48862558603299994,0.4945511341096,0.5662705302238,0.6330843210221999,0.678882598877,0.6992482185364,0.6313013195991999,0.4918648421764,0.35408062338799995,0.3157223343848,0.2704418182372,0.2944024920462,0.3883407235144,0.4723156630991999,0.5444851636886,0.586785209179,0.5968522191046001,0.6560692191122001,0.7041979193686,0.6451952219007999,0.556013071537,0.48953874707219996,0.4699424088,0.44940046072,0.42723646760000006,0.4223707258702,0.4206352949144,0.4142906367776667
R.Middle_P_d_y,0.0385537483402055,0.15744879096755998,0.32195776104920004,0.2717464625836,0.12995252162224002,0.025024632550780003,0.012986277975137997,-0.018351729959239997,-0.017437216360122,-0.013232114841215,0.37775449231276,0.8835252165792001,0.709913957119,0.5161006748676,0.405565059185,0.2591466486454,0.09136407896884,-0.013590243831274001,-0.07262922227383999,-0.07261014580728,-0.10577399134643999,-0.10302017331122,-0.13582143187540002,-0.11573748290540001,-0.10280376225706,-0.10291558653140001,-0.10457828640939999,-0.10791083723320001,-0.09705165028573333
R.Middle_P_d_z,0.9140566587447999,0.8549409389496001,0.807106757164,0.7761082410812,0.7617204666137999,0.7335705280302,0.7146000385286,0.7739085197448,0.8688744544981999,0.9346070289612,0.8275654554366,0.37751094698920007,0.6242405414584,0.7630824327468,0.7818400979042,0.7961066842078,0.8039968371392,0.8014597177506001,0.7506071209908001,0.7061822175981999,0.7561072707176,0.8241380810737999,0.8612539529801999,0.8750357985498001,0.887354373932,0.8982540726664,0.900367462635,0.9007865905761999,0.904928823312
R.Middle_I_s_x,-6.549767112728,-5.78086967468,-10.34338417052,-41.11552658082,-78.19785003664,-93.33783874512,-93.38665161132,-77.31727447509999,-46.29501190184,-13.394613647448,10.365018057818,27.24261894224,29.94164314272,18.77294902804,-3.8252330780058004,-26.282514572139995,-47.85285186768,-68.08307952882001,-84.75329589844,-90.30469207764,-84.81056976318,-73.05227050784,-58.65629196168,-47.66217727664,-40.10597686768,-35.13719329834,-33.51668548586,-31.942405700659997,-28.875399907433334
R.Middle_I_s_y,157.2693664552,149.82010192859997,135.6224945068,125.84440917980001,133.8422714234,150.0875061034,163.6607299806,179.20754394540003,184.98669128400002,183.775326538,164.69534606919999,140.3432647706,141.392300415,142.51154174820002,138.7047119144,142.9364227296,154.86503906260003,166.99876403820002,180.50653686540002,191.3567535398,200.3430297852,202.25654602039998,204.4342559814,204.5051361084,202.73241882320002,201.40254211400003,200.38435974139998,199.6864288328,198.01272582966666
R.Middle_I_s_z,-21.616395950300003,-22.08785476684,-15.12034568788,1.3903863906880003,5.8197280883780005,-11.975286674504,-37.98451385496,-66.78693847655998,-87.46705169677999,-92.80462493896,-82.37190704345998,-51.13822860716,-44.01200256348,-31.12425193788,-12.099086761478,0.27820926904580007,1.8608903288846002,-7.7507529258700005,-23.80952682494,-44.357916259780005,-60.39979858398001,-71.48518981935999,-81.00818939210001,-86.07644500732,-88.48435363771999,-89.77162933349999,-89.26687011718,-89.2156234741,-89.77864329020001
R.Middle_I_e_x,-16.371956634532,-16.83955135344,-18.78110675812,-53.38092041016,-93.60082092288,-109.6008026124,-110.01701049800002,-92.7364105224,-58.678749847439995,-22.23617725372,6.254997838625069,25.0719921112,23.1348739624,15.268400955216,-7.011448311805999,-35.53427772522,-60.56160430909999,-82.27471160888,-100.44849700934,-107.32926330539999,-100.43233795166,-86.87200012205999,-71.106489563,-59.743019866939996,-51.6447555542,-46.04072265624,-44.205866241479995,-42.605780029280005,-39.40078608193334
R.Middle_I_e_y,150.104458618,139.3893310548,118.444458008,114.7631347654,126.96867523200001,147.6369750978,161.6788238524,175.9794525146,180.24616088859997,179.4123443606,146.3613220216,120.0307739258,124.97865142840001,120.3398544312,116.9117446898,127.8876739502,146.3419586182,163.0816131592,179.342401123,189.6046813964,199.4879394532,200.5749176026,203.00131835919998,202.10178832999998,200.17863464380002,199.34367980940002,198.670565796,198.0082305908,195.95079040533332
R.Middle_I_e_z,-41.02711029054,-38.98356018066,-28.01379814148,-14.564101982123997,-9.918702030176002,-28.20614585876,-53.91790771484,-83.67497558592001,-106.35782012949998,-113.6925430298,-86.04816055299999,-47.07560958862,-58.444832611100004,-34.98976020814,-18.730240440400003,-14.286758995060001,-15.42337417602,-25.52827186582,-40.72013320924,-59.89920578002,-77.4080932617,-89.93290252686,-100.43545379652001,-105.64094848639999,-108.35445556639999,-110.0548324586,-109.6962890626,-109.661364746,-110.26032511400001
R.Middle_I_d_x,0.42482371926300005,0.478303873539,0.36494359970080004,0.530495840311,0.6662005424498,0.7033965468406,0.7192868232728,0.6668996930122,0.5356143951414001,0.38241027593599997,0.17776428833603997,0.09388274662192,0.2944025278092,0.15157673209916,0.13780836611971997,0.400151962042,0.5496717691420001,0.6138084173202001,0.6788399219514,0.7363370895386,0.6756638169288,0.5977231025695999,0.538488852978,0.5225136876108001,0.49906867742519995,0.471593248844,0.46232239603999997,0.46120619177820005,0.455238034328
R.Middle_I_d_y,0.3098924964668,0.45114584565160004,0.7429747223852,0.4792809724807999,0.2972928792238,0.10598898529996,0.0857202783227,0.1396195739508,0.2050347238782,0.18870521485820002,0.7929728627208,0.8785444855690001,0.7099138259886,0.9589572787286,0.9425770163536,0.6508798599244,0.36863545179339996,0.1694223925472,0.05035053826868,0.07577962875366,0.036983879283079994,0.07273283600808,0.06197660341856,0.10394822359089999,0.11045481711659999,0.08904874175786001,0.07412404567002,0.07258447557688001,0.08918165912230001
R.Middle_I_d_z,0.8395411252978,0.7307635426519999,0.5576603055,0.6900544762612,0.6807096481321999,0.7020079731938,0.6891420960426,0.7304317593574001,0.8170527577402,0.9034323215484001,0.1590032849461,-0.1757140874862,0.6242405652999999,0.16718877553935999,0.2868068873884,0.6299556732178,0.7475692272184,0.768903183937,0.7314079403878001,0.6721830368041999,0.7356330752372,0.797889995575,0.8402569890020001,0.8461927056312,0.8594103097914001,0.8772775769232,0.8836016654966,0.8843075633052001,0.8858620723089999
R.Middle_D_s_x,-16.371956634532,-16.83955135344,-18.78110675812,-53.38092041016,-93.60082092288,-109.6008026124,-110.01701049800002,-92.7364105224,-58.678749847439995,-22.23617725372,6.254997838625069,25.0719921112,23.1348739624,15.268400955216,-7.011448311805999,-35.53427772522,-60.56160430909999,-82.27471160888,-100.44849700934,-107.32926330539999,-100.43233795166,-86.87200012205999,-71.106489563,-59.743019866939996,-51.6447555542,-46.04072265624,-44.205866241479995,-42.605780029280005,-39.40078608193334
R.Middle_D_s_y,150.104458618,139.3893310548,118.444458008,114.7631347654,126.96867523200001,147.6369750978,161.6788238524,175.9794525146,180.24616088859997,179.4123443606,146.3613220216,120.0307739258,124.97865142840001,120.3398544312,116.9117446898,127.8876739502,146.3419586182,163.0816131592,179.342401123,189.6046813964,199.4879394532,200.5749176026,203.00131835919998,202.10178832999998,200.17863464380002,199.34367980940002,198.670565796,198.0082305908,195.95079040533332
R.Middle_D_s_z,-41.02711029054,-38.98356018066,-28.01379814148,-14.564101982123997,-9.918702030176002,-28.20614585876,-53.91790771484,-83.67497558592001,-106.35782012949998,-113.6925430298,-86.04816055299999,-47.07560958862,-58.444832611100004,-34.98976020814,-18.730240440400003,-14.286758995060001,-15.42337417602,-25.52827186582,-40.72013320924,-59.89920578002,-77.4080932617,-89.93290252686,-100.43545379652001,-105.64094848639999,-108.35445556639999,-110.0548324586,-109.6962890626,-109.661364746,-110.26032511400001
R.Middle_D_e_x,-22.851947593694,-23.948933029200003,-22.3997806549,-60.49552230834,-103.92361602788,-120.65219268799999,-121.19624938960001,-103.06802062996,-67.03834228516,-28.25753784182,4.50040283204,29.49332733152,25.027848815899997,16.473681354528,-9.117036676411999,-41.192005538939995,-68.233921051,-91.56671600351999,-111.0143264768,-118.777276611,-110.8437332154,-96.18565368662,-79.68152923584,-68.04123687746,-59.48120117185999,-53.43662872315999,-51.492432403559995,-49.90757751466,-46.6151949565
R.Middle_D_e_y,142.72589721679998,130.89958343480004,104.54416503920001,104.60371093767999,120.0163146974,144.65919189459999,159.54774780259999,172.8609466552,175.357928467,174.019226074,136.1948242188,121.71043701159999,114.6197860718,107.05149536159999,102.5100128174,117.04905548119999,138.11924743659998,157.48033752459997,176.3155181884,186.7473358152,198.33787231460002,198.30968933100002,199.68711242659998,198.24060058599997,197.1102783206,196.8346008302,196.1371795654,195.2662322996,192.85767618833333
R.Middle_D_e_z,-52.43813858034,-49.16903839108,-33.13120384216,-23.20357322694,-18.69419670106,-38.2821407318,-64.10685577394,-94.46451263424001,-118.14029998779999,-126.633534241,-86.45430145264001,-34.0604034424,-47.5856491089,-29.451744842519997,-23.1123939514,-23.34905357362,-25.746529006959996,-36.242753601080004,-51.305167388940006,-69.59634017943999,-88.52084655761999,-101.82126159668,-112.62967987079999,-117.87293853780002,-121.10144195560001,-123.18681945799999,-122.88485260019999,-122.79898529060002,-123.36839040133333
R.Middle_D_d_x,0.42410805225380005,0.46530089378359996,0.2368381023408,0.46564263105380005,0.6756151914598,0.7233008503913999,0.7316684007644,0.6761921286584001,0.547125828266,0.39409124851240007,0.11483626067619998,-0.2893713593482,-0.12389304488919999,-0.07888423427952,0.13780836462976,0.3702918589116,0.5021444022653999,0.6081511259078,0.6915214896202001,0.7492593884468001,0.681413936615,0.6095680475234,0.561226582527,0.5431088805200001,0.5128865242003999,0.48405355215060003,0.476897376776,0.47789433598520004,0.4721748530866667
R.Middle_D_d_y,0.482918471098,0.5556442797182,0.9097584247586001,0.6649227499962,0.455024087429,0.1948925122618,0.1394764900206,0.20410266220580003,0.319929265976,0.35297349095319996,0.6653857916593999,-0.1099320113658,0.6779758930207999,0.8697080016136001,0.9425769925116001,0.7093752980232,0.5381670951844,0.3665971279142,0.1981060296298,0.187009999156,0.07527058422562001,0.1482566192746,0.21691100001340002,0.2527103573082,0.2008204549552,0.164216336608,0.1658072203396,0.17946066856400003,0.20244080821633334
R.Middle_D_d_z,0.7468388438224,0.6666278898716,0.33492841124539996,0.5654435813428,0.5743461608886,0.6594623565674,0.6668550014496,0.7061629176140001,0.7711499333382,0.8469732522964,0.026581488922300035,-0.851830458641,-0.7107211470605999,-0.36245682239520005,0.2868069648744,0.593116903305,0.6756387352944,0.7012506604194,0.6927784323691999,0.6346663475037999,0.7273170232774,0.7780796051024002,0.7980981945989999,0.8005698561668,0.8342758417128,0.8594734549524,0.8631763219836,0.8598423242568002,0.8579079906146667
R.Ring_M_s_x,39.98612861634,46.1630340576,43.33428115846,20.60154829025,-6.687885522834,-18.981952285759995,-19.445645904560003,-10.128057622883999,8.8890118300884,30.0670791626,48.50189590453999,63.469294738760006,68.53563690185999,62.3869064331,48.353282165539994,32.474139404279995,15.628387641895998,-0.27773622274340004,-12.473483657812,-17.16650657654,-15.9453573227,-9.593016624442,-0.5007214903837999,7.566205692286,12.917069435140002,16.08639812468,17.37451248168,18.74790229796,21.016981760666667
R.Ring_M_s_y,159.7167633056,156.26327514660002,155.7732971192,152.3681762696,147.6689697266,151.349572754,159.94819641120003,170.60607910160002,178.17457580579998,180.3651489258,179.454345703,176.34901123039998,172.020892334,166.7528045656,162.16346130379998,164.171206665,169.150253296,172.46283264180002,174.94347229,179.4549346924,186.037576294,190.2909576416,191.3974334718,191.66786499,190.6709594726,189.9997802736,189.3860656736,188.5700805662,187.38210042333336
